riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-f3ced462,SUP-76010e19,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-76010e19 is 0.,Diversify supply base to reduce reliance on single suppliers and enhance resilience.,Active
RISK-6aceeac4,SUP-76010e19,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-76010e19 is 10.,"Conduct thorough financial health assessments before engaging new suppliers to ensure they have strong credit ratings, stable cash flows, and no pending legal issues.",Active
RISK-741bc1a6,SUP-76010e19,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-76010e19 is 0.,Implement robust credit checks on new suppliers to ensure financial stability.,Active
RISK-3788915f,SUP-ab7ec30d,Country Risk,0.0,Country Risk for supplier SUP-ab7ec30d is 0.,Develop a contingency plan.,Active
RISK-951389ed,SUP-ab7ec30d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ab7ec30d is 0.,Diversify suppliers to reduce dependency on any single source.,Active
RISK-6e699de0,SUP-ab7ec30d,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-ab7ec30d is 10.,Enhance financial due diligence by conducting quarterly credit assessments and maintaining diversified supplier relationships.,Active
RISK-7705aa26,SUP-ab7ec30d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ab7ec30d is 0.,Implement diversified sourcing strategy to reduce reliance on single suppliers.,Active
RISK-2ee0c99d,SUP-9f0caa02,Country Risk,15.0,Country Risk for supplier SUP-9f0caa02 is 15.,Implement comprehensive due diligence processes and establish regular monitoring mechanisms to mitigate the risks associated with the country's regulatory environment.,Active
RISK-d1b1e2ed,SUP-9f0caa02,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9f0caa02 is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-6f4ba416,SUP-9f0caa02,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9f0caa02 is 0.,Conduct quarterly financial health assessments to monitor cash flow stability and creditworthiness.,Active
RISK-0b7d35e7,SUP-9f0caa02,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9f0caa02 is 0.,Diversify supplier base to reduce reliance on any single vendor.,Active
RISK-4e37a9fd,SUP-933cc21e,Country Risk,15.0,Country Risk for supplier SUP-933cc21e is 15.,Diversify supply chain to include suppliers from lower-risk countries and implement enhanced due diligence processes.,Active
RISK-29e5f437,SUP-933cc21e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-933cc21e is 0.,Diversify suppliers to reduce dependency on single sourcing.,Active
RISK-5bf0b77a,SUP-933cc21e,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-933cc21e is 10.,Conduct thorough financial health assessments and credit checks before entering agreements to ensure suppliers maintain strong solvency ratios and stable cash flows.,Active
RISK-7f0c0d28,SUP-933cc21e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-933cc21e is 0.,Implement diversified procurement strategies to reduce reliance on single suppliers.,Active
RISK-fa0b1807,SUP-6fef2464,Country Risk,15.0,Country Risk for supplier SUP-6fef2464 is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with ethical standards and legal requirements.,Active
RISK-d6c48672,SUP-6fef2464,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6fef2464 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-14b4d71f,SUP-6fef2464,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6fef2464 is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains stable cash flow and low debt levels.,Active
RISK-da0ac5af,SUP-6fef2464,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6fef2464 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-5f4904fc,SUP-cc4bc0d8,Country Risk,0.0,Country Risk for supplier SUP-cc4bc0d8 is 0.,Conduct thorough due diligence on suppliers in high-risk countries to assess compliance with international standards and implement robust monitoring mechanisms.,Active
RISK-c0b19220,SUP-cc4bc0d8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cc4bc0d8 is 0.,Diversify suppliers to reduce reliance on single sources and enhance supply chain resilience.,Active
RISK-669fdf45,SUP-cc4bc0d8,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cc4bc0d8 is 0.,Monitor the supplier's financial health quarterly to identify any potential risks early.,Active
RISK-86bd7218,SUP-cc4bc0d8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cc4bc0d8 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-ae199e6c,SUP-ca80882d,Country Risk,0.0,Country Risk for supplier SUP-ca80882d is 0.,"Conduct thorough due diligence on local laws, regulations, and potential political instability.",Active
RISK-cf0bc632,SUP-ca80882d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ca80882d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-803f5dd0,SUP-ca80882d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-ca80882d is 0.,Conduct quarterly financial health assessments and diversify suppliers to reduce dependence on any single provider.,Active
RISK-ec8f054d,SUP-ca80882d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ca80882d is 0.,Diversify suppliers to reduce concentration in high-risk vendors.,Active
RISK-43f719a7,SUP-170240f0,Country Risk,0.0,Country Risk for supplier SUP-170240f0 is 0.,Implement regular political stability assessments and diversify supply chains to mitigate country risk.,Active
RISK-7e868efe,SUP-170240f0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-170240f0 is 0.,Develop a contingency plan.,Active
RISK-8064006f,SUP-170240f0,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-170240f0 is 25.,Conduct thorough financial health assessments on suppliers before establishing contracts.,Active
RISK-b6bdf6f2,SUP-170240f0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-170240f0 is 0.,Diversify spending across multiple suppliers to reduce concentration risk.,Active
RISK-5fbd0e89,SUP-a5f6872c,Country Risk,15.0,Country Risk for supplier SUP-a5f6872c is 15.,Develop a contingency plan.,Active
RISK-2ea33e1b,SUP-a5f6872c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-a5f6872c is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-22caf969,SUP-a5f6872c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-a5f6872c is 0.,Develop a contingency plan.,Active
RISK-b7109743,SUP-a5f6872c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-a5f6872c is 0.,"Review and update vendor contracts to include clear penalties for late payments, enhancing cash flow management.",Active
RISK-6ccdf54a,SUP-f9d9c19c,Country Risk,15.0,Country Risk for supplier SUP-f9d9c19c is 15.,Conduct regular country risk assessments and diversify supply chain locations to reduce exposure.,Active
RISK-335e29f1,SUP-f9d9c19c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-f9d9c19c is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-fd16d998,SUP-f9d9c19c,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-f9d9c19c is 25.,Conduct quarterly financial health assessments of suppliers and require them to maintain at least 20% liquidity buffer.,Active
RISK-0590cb73,SUP-f9d9c19c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-f9d9c19c is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-e28925a7,SUP-69fe593a,Country Risk,0.0,Country Risk for supplier SUP-69fe593a is 0.,Conduct regular geopolitical assessments to ensure alignment with international trade policies.,Active
RISK-5b8f9491,SUP-69fe593a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-69fe593a is 0.,Diversify supply chain to reduce dependency on single suppliers.,Active
RISK-943a74af,SUP-69fe593a,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-69fe593a is 10.,Develop a contingency plan.,Active
RISK-3ef7ae17,SUP-69fe593a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-69fe593a is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-7fbd1c4a,SUP-6ed7a547,Country Risk,0.0,Country Risk for supplier SUP-6ed7a547 is 0.,Conduct regular country risk assessments to identify potential threats and implement robust compliance monitoring.,Active
RISK-6a0470b2,SUP-6ed7a547,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6ed7a547 is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-e22d0902,SUP-6ed7a547,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6ed7a547 is 0.,Conduct quarterly financial health assessments on all suppliers to identify any potential risks early.,Active
RISK-fbc02cfe,SUP-6ed7a547,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6ed7a547 is 0.,Develop a contingency plan.,Active
RISK-4c84f269,SUP-832c5ec7,Country Risk,0.0,Country Risk for supplier SUP-832c5ec7 is 0.,Monitor geopolitical stability and regulatory changes in the country to ensure compliance and minimize operational disruptions.,Active
RISK-993a5400,SUP-832c5ec7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-832c5ec7 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-abf862fe,SUP-832c5ec7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-832c5ec7 is 0.,Conduct quarterly financial health assessments to monitor supplier liquidity and solvency.,Active
RISK-d20ab17f,SUP-832c5ec7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-832c5ec7 is 0.,Diversify suppliers to reduce concentration in critical inputs.,Active
RISK-46664ec5,SUP-3e5d5913,Country Risk,15.0,Country Risk for supplier SUP-3e5d5913 is 15.,"Conduct comprehensive due diligence on the supplier's operations in the country with a high-risk score, and establish regular monitoring to ensure compliance with international trade regulations.",Active
RISK-7f5271c8,SUP-3e5d5913,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3e5d5913 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-55f6c524,SUP-3e5d5913,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-3e5d5913 is 10.,"Conduct thorough financial due diligence on the supplier, including review of audited financial statements, credit ratings, and payment history to ensure strong financial health.",Active
RISK-5c2a4a17,SUP-3e5d5913,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3e5d5913 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-d168e75d,SUP-d0b352d3,Country Risk,0.0,Country Risk for supplier SUP-d0b352d3 is 0.,Conduct regular audits and ensure compliance with local regulations to mitigate country risk.,Active
RISK-bfa2467a,SUP-d0b352d3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d0b352d3 is 0.,Diversify supply chain to reduce reliance on single suppliers.,Active
RISK-472636e3,SUP-d0b352d3,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-d0b352d3 is 10.,Conduct regular credit checks and financial health assessments to ensure suppliers maintain strong financial stability.,Active
RISK-4029e0cb,SUP-d0b352d3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d0b352d3 is 0.,Implement diversified procurement strategies to reduce spend concentration risks.,Active
RISK-2c60f86f,SUP-dd3a9743,Country Risk,0.0,Country Risk for supplier SUP-dd3a9743 is 0.,Enhance local compliance monitoring to mitigate potential country risks.,Active
RISK-7e1530ff,SUP-dd3a9743,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-dd3a9743 is 0.,"Diversify suppliers to reduce dependency on a single source, enhancing resilience against potential disruptions.",Active
RISK-80ff423c,SUP-dd3a9743,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-dd3a9743 is 0.,"Conduct quarterly financial health assessments to monitor the supplier's cash flow, liquidity, and solvency.",Active
RISK-994f3746,SUP-dd3a9743,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-dd3a9743 is 0.,Implement tiered purchasing policies and regularly review spend concentration to reduce financial exposure.,Active
RISK-5be22b7d,SUP-2d25f4f0,Country Risk,15.0,Country Risk for supplier SUP-2d25f4f0 is 15.,Conduct thorough due diligence on suppliers in countries scoring above 10 to assess political stability and legal compliance before entering contracts.,Active
RISK-6cfa15d2,SUP-2d25f4f0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2d25f4f0 is 0.,Implement dual sourcing strategy to reduce dependency on the single source.,Active
RISK-e11e059f,SUP-2d25f4f0,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-2d25f4f0 is 25.,Conduct quarterly credit assessments and diversify payment terms across suppliers to reduce financial health risk.,Active
RISK-498be6ca,SUP-2d25f4f0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2d25f4f0 is 0.,Increase diversification of suppliers to reduce spend concentration risk.,Active
RISK-054fe376,SUP-dcce2bd2,Country Risk,15.0,Country Risk for supplier SUP-dcce2bd2 is 15.,Conduct thorough due diligence on the local regulatory environment and political stability in [Country] to assess potential risks and implement contingency plans accordingly.,Active
RISK-99f5a98d,SUP-dcce2bd2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-dcce2bd2 is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-9a2f51a0,SUP-dcce2bd2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-dcce2bd2 is 0.,Conduct regular credit checks on suppliers to ensure their financial stability before entering into contracts.,Active
RISK-184bd72b,SUP-dcce2bd2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-dcce2bd2 is 0.,"Implement tiered approval processes for transactions exceeding $50,000 to reduce concentration risk.",Active
RISK-d2b88ca0,SUP-049d99ef,Country Risk,0.0,Country Risk for supplier SUP-049d99ef is 0.,Conduct quarterly assessments to monitor political stability and regulatory changes in the country.,Active
RISK-bfc4b083,SUP-049d99ef,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-049d99ef is 0.,Diversify suppliers to reduce reliance on a single source and enhance supply chain resilience.,Active
